umur,jenis_kelamin,pekerjaan,provinsi,gaji,is_menikah,is_keturunan,berat,tinggi,sampo,is_merokok,pendidikan,stress,botak_prob
39,Laki-laki,Pegawai swasta,Bandung,4120172.325,1,0,75.05104251,185.6696621,Shoulder & Head,0,S1,10,0.462545345
30,Perempuan,PNS,Denpasar,9691513.766,1,0,,162.5246993,Deadbuoy,1,S3,6,0.45582291
40,Perempuan,Pegawai swasta,Palangkaraya,9116658.198,1,0,53.68694198,184.518082,Deadbuoy,1,S1,4,0.434988282
-1,Laki-laki,Pegawai swasta,Ambon,8428640.434,1,1,51.62535233,172.5344559,Pantone,1,S1,8,0.905657472
34,Laki-laki,Pegawai swasta,Serang,8404229.182,1,0,53.47412638,175.5392748,Moonsilk,0,SMA,10,0.474924638
35,Laki-laki,Pegawai swasta,Kendari,15006094.25,1,0,44.17138569,150.8607562,Moonsilk,1,S1,6,0.529213069
49,Perempuan,PNS,Serang,4732684.593,1,0,49.8391041,167.3612316,Moonsilk,0,SMA,4,0.486522663
42,Laki-laki,Pegawai swasta,Banda Lampung,14279172.34,1,0,50.13003247,174.3728611,Shoulder & Head,0,S1,8,0.587179022
38,Laki-laki,PNS,Banda Aceh,26517176.12,1,0,41.92654778,175.7076252,Pantone,0,SMP,10,0.614193872
47,Laki-laki,,Gorontalo,7381589.394,1,0,62.12662251,184.8380941,Shoulder & Head,1,SMA,4,0.573782126
48,Laki-laki,Pengangguran,Mataram,15454451.69,1,0,74.52313687,186.8806431,Pantone,0,S1,7,0.917346781
42,Laki-laki,PNS,Serang,7557606.003,1,0,51.15312661,177.3589997,Moonsilk,0,SMP,5,0.62367232
47,,PNS,Pangkalpinang,11444462.88,1,0,45.42697075,182.495388,Deadbuoy,1,SMA,7,0.651496081
38,Laki-laki,PNS,Kupang,6426999.433,1,0,54.33606426,168.7022719,Merpati,1,S1,1,0.476488676
39,Laki-laki,PNS,Kendari,16773549.49,1,0,51.83940535,153.8678119,Merpati,0,S1,10,0.584629372
42,Laki-laki,PNS,Tanjung Pinang,8859341.669,1,0,54.18493594,178.1146073,Deadbuoy,1,S1,2,0.690902651
41,Perempuan,Freelance,Jakarta,6603973.653,1,0,56.00364123,158.1240531,Shoulder & Head,0,SMA,9,0.399940847
47,Perempuan,Pegawai swasta,Bengkulu,16445022.45,1,1,51.57256276,161.4967776,Deadbuoy,0,S1,5,0.578121937
24,Laki-laki,Pegawai swasta,Banda Aceh,5351220.849,1,0,73.6459919,179.7721083,Shoulder & Head,1,SMA,4,0.527688177
34,Laki-laki,Freelance,Jambi,9100960.955,1,0,54.49874631,157.3225726,Deadbuoy,0,S1,4,0.340385488
41,Laki-laki,Pegawai swasta,Pekanbaru,9771083.224,1,0,52.55872695,154.6080709,Moonsilk,1,S1,9,0.692915577
41,Laki-laki,Pegawai swasta,Yogyakarta,6177991.173,1,0,53.6581684,149.510959,Shoulder & Head,1,SMA,4,0.610824961
44,Laki-laki,Pegawai swasta,Padang,6740615.454,1,0,57.5192622,,Merpati,0,S1,4,
31,Laki-laki,PNS,Kendari,4584518.423,1,1,54.09815524,171.2579274,Shoulder & Head,1,SMA,8,0.915658926
39,Laki-laki,Freelance,Tanjungselor,14036554.25,1,,69.35725639,172.837603,Merpati,1,S1,5,0.417140353
-1,Laki-laki,Pengangguran,,8936971.935,1,0,54.81726412,176.9690249,Moonsilk,1,SMP,4,0.911293407
40,Laki-laki,Pegawai swasta,Mataram,10872486.5,1,0,60.95318989,159.9554156,Moonsilk,0,S1,4,0.366318991
53,Laki-laki,PNS,Tanjungselor,11911848.37,1,0,50.7604276,150.3709314,Deadbuoy,0,S1,6,0.728087369
48,Laki-laki,PNS,Semarang,3488096.881,1,0,59.56280381,184.2409145,Shoulder & Head,0,S1,4,0.551051469
34,Laki-laki,Pegawai swasta,Yogyakarta,10824755.33,1,1,61.84245287,164.4336123,Shoulder & Head,1,S2,4,0.735166154
49,Laki-laki,PNS,,9696755.609,1,0,48.93159743,188.6096868,Shoulder & Head,1,SD,2,0.688774074
31,Perempuan,Pengangguran,Serang,11120495.59,1,0,62.76569931,158.617101,Shoulder & Head,0,S1,8,0.674436917
30,Laki-laki,Pegawai swasta,Semarang,15441363.48,1,0,63.08528842,160.1171053,Merpati,0,S1,7,0.486133662
22,Perempuan,Pegawai swasta,Bandung,15531664.07,1,0,46.68370095,166.9044023,Deadbuoy,0,S1,2,0.234902588
41,Perempuan,Pegawai swasta,Surabaya,5206776.242,1,1,59.03566796,156.0868158,Shoulder & Head,0,S1,9,0.686673138
46,Laki-laki,PNS,Padang,14283311.27,1,0,58.77202647,170.1095212,Shoulder & Head,1,S1,3,0.610053699
24,Perempuan,Pegawai swasta,Makassar,8511488.93,1,1,65.22282385,169.8755251,Deadbuoy,1,S1,2,0.601992109
35,Laki-laki,Pegawai swasta,Ambon,5118104.867,1,0,62.37159846,188.0575539,Pantone,1,SMP,6,0.477946005
40,Perempuan,Pegawai swasta,Banda Aceh,6772421.581,1,1,55.46995283,143.7156976,Shoulder & Head,1,S1,9,0.666261259
43,Laki-laki,PNS,Surabaya,7264257.94,1,0,66.75513558,192.8453943,Deadbuoy,1,S1,6,0.765705372
33,Laki-laki,Pegawai swasta,Yogyakarta,10125265.8,1,1,66.11541494,174.0372875,Deadbuoy,0,S1,10,0.664860198
47,Laki-laki,Pegawai swasta,Jambi,7533860.294,1,0,55.61506146,164.4530549,Merpati,0,SMA,4,0.48187319
40,Laki-laki,Freelance,Banda Aceh,8408940.488,1,0,49.25756339,173.5437561,,0,,6,0.340131367
38,Laki-laki,PNS,Semarang,7782355.791,1,0,55.03634958,162.5658894,Deadbuoy,1,SMA,2,0.543678319
45,Laki-laki,,Jakarta,8028272.212,1,0,51.24558384,169.3486033,Moonsilk,1,S1,4,0.565714595
40,Laki-laki,Pegawai swasta,Kendari,7115947.367,1,0,56.55612982,179.7825571,Pantone,0,SMP,1,0.275783166
28,Laki-laki,PNS,Makassar,7753852.926,1,0,43.9579523,145.1834382,Merpati,0,S1,4,0.432701054
34,Laki-laki,Pegawai swasta,Tanjungselor,6612344.022,1,0,67.11964408,165.9826818,Deadbuoy,0,,4,0.449524398
35,Laki-laki,Freelance,Semarang,4538042.262,1,0,59.94620626,156.8463042,Pantone,1,S2,10,0.459185821
41,Laki-laki,PNS,Pekanbaru,8514817.18,1,0,49.63669472,158.8742991,Deadbuoy,0,SMA,1,0.584891107
36,Laki-laki,PNS,Yogyakarta,5932165.989,1,0,45.60350293,162.9094829,Shoulder & Head,0,S1,8,0.605336309
61,Laki-laki,PNS,Jambi,7126739.306,1,1,46.01362932,156.3792377,Deadbuoy,1,S1,10,1
27,Perempuan,Pegawai swasta,Jayapura,9147744.289,1,0,45.52264151,161.6654923,Shoulder & Head,1,S1,2,0.359753749
22,Perempuan,Pegawai swasta,Bengkulu,10937139.12,1,1,58.71666433,177.068217,Deadbuoy,0,S1,6,0.523070098
22,Laki-laki,Freelance,Banda Aceh,5795823.254,1,0,48.26429418,155.3921153,Moonsilk,1,SMA,5,0.360980826
33,Perempuan,Freelance,Padang,12508996.67,1,0,86.41775727,188.3456378,Deadbuoy,0,SMA,6,0.286251271
67,Laki-laki,Freelance,Banda Lampung,5041929.611,1,0,47.24232459,168.9826376,Shoulder & Head,0,SMP,2,0.473701435
40,Perempuan,PNS,Serang,6001280.391,1,0,56.97841342,155.5475761,Pantone,1,S1,5,0.456008903
30,Perempuan,PNS,Mataram,6368910.529,1,0,64.48111187,187.2312661,Shoulder & Head,1,SMA,10,0.528150312
36,Laki-laki,PNS,Semarang,9059392.937,1,0,67.23571207,173.8896797,Moonsilk,1,SMA,1,0.550106447
35,Laki-laki,PNS,Yogyakarta,3849106.068,1,1,51.91374619,163.9168636,Merpati,0,S1,8,0.771077144
43,Laki-laki,Freelance,Manokwari,5994325.298,1,0,51.59552869,179.9420119,Shoulder & Head,0,S1,7,0.434792247
37,Laki-laki,PNS,Tanjung Pinang,15312920.84,1,0,48.42408493,148.1397459,Deadbuoy,0,SMA,7,0.510708291
46,Perempuan,Pegawai swasta,Surabaya,9958787.192,1,0,50.12125791,175.663625,Pantone,1,S1,8,0.541703524
55,Laki-laki,Pegawai swasta,Serang,9198852.131,1,0,52.58997825,157.8558636,Shoulder & Head,0,SMA,2,0.592389063
32,Laki-laki,PNS,Sofifi,8712681.137,1,,51.43929516,169.4730182,Pantone,0,S1,9,0.621425652
40,Laki-laki,PNS,Kupang,5358217.445,1,0,66.5528733,168.2950242,Merpati,0,S1,4,0.534559966
54,Laki-laki,Pegawai swasta,,6725099.716,1,0,72.3062977,172.3998705,Shoulder & Head,0,S2,10,0.704301543
28,Perempuan,PNS,Pangkalpinang,13099583.61,1,0,52.40861862,157.1766164,Shoulder & Head,0,SD,4,0.481317384
30,Laki-laki,PNS,Jakarta,12911543.51,1,0,68.27780143,171.9001981,Shoulder & Head,1,S2,2,0.53697651
46,Laki-laki,PNS,Ambon,6403922.453,1,0,53.55134275,141.2170964,Moonsilk,1,SMA,2,0.716624089
46,Laki-laki,Pegawai swasta,Samarinda,11802196.78,1,0,56.73271359,171.0978033,Deadbuoy,0,S1,5,0.648728388
51,Laki-laki,PNS,Banda Lampung,16895546.28,1,1,56.77245591,154.2637087,Shoulder & Head,1,SMP,2,0.950114261
54,Laki-laki,Pegawai swasta,Semarang,8160534.388,1,0,,153.4825029,Moonsilk,1,S2,4,0.761189427
41,Perempuan,PNS,Denpasar,9633253.697,1,0,53.20265291,160.8609111,Moonsilk,0,S1,3,0.534195916
40,Laki-laki,Freelance,Tanjungselor,12642207.57,1,0,57.75029794,164.4221641,Shoulder & Head,0,SMA,6,0.231413263
68,Laki-laki,PNS,Sofifi,21294016.03,1,1,46.34578144,147.921722,Deadbuoy,1,S1,1,0.932800515
43,Perempuan,Freelance,Surabaya,8604600.393,1,1,46.35361568,171.7282936,Deadbuoy,0,S2,1,0.530556007
19,Perempuan,PNS,Bengkulu,11730884.99,0,0,61.28909899,170.8510187,Deadbuoy,0,SMA,6,0.323583994
41,Perempuan,PNS,Banda Lampung,3606923.927,1,0,58.72680185,168.1744916,Moonsilk,1,S1,8,0.688022214
41,Laki-laki,Pegawai swasta,Tanjung Pinang,8146061.782,1,0,53.2065846,160.4869624,Moonsilk,1,SMA,8,0.637967136
50,Perempuan,Pegawai swasta,Banjarmasin,4378478.184,1,1,47.72002679,152.8047709,Deadbuoy,1,SMA,1,0.545486768
52,Laki-laki,Pegawai swasta,Sofifi,9087124.379,1,0,65.8566978,168.9203235,Moonsilk,1,S1,9,0.886721571
31,Perempuan,PNS,Denpasar,8414010.501,1,0,58.1138248,164.6396709,Merpati,1,S1,4,0.53466111
45,Perempuan,Pegawai swasta,Bengkulu,7675952.915,1,0,64.92400926,162.3900529,Deadbuoy,0,SMA,9,
38,Laki-laki,Pegawai swasta,Banda Lampung,9936237.9,1,0,43.55117067,159.3099758,Deadbuoy,0,S1,8,0.376006181
39,Laki-laki,Pegawai swasta,Bengkulu,11117769.16,1,0,53.61819121,175.1104353,Shoulder & Head,0,SMP,4,0.338830255
28,Laki-laki,PNS,Pontianak,10877031.39,1,0,51.05605947,154.0302432,Merpati,1,S1,4,0.600746655
42,Perempuan,Pegawai swasta,Padang,21409610.15,1,0,54.01871071,168.9116847,Merpati,0,S1,,0.36310902
30,Laki-laki,Pegawai swasta,Pangkalpinang,5740664.217,1,0,50.04603986,185.2776559,Pantone,0,SMA,9,0.464370246
35,Laki-laki,Pegawai swasta,Tanjung Pinang,3886150.194,1,0,48.79938584,175.1234259,Shoulder & Head,1,S1,4,0.504810711
44,Laki-laki,Pegawai swasta,Gorontalo,11150837.61,1,1,59.88646037,158.2520364,Deadbuoy,0,S1,7,0.79097929
56,Laki-laki,PNS,Surabaya,10012489.06,1,0,63.50801275,158.0192991,Shoulder & Head,0,S1,3,0.635007836
39,Laki-laki,PNS,Sofifi,15245218.84,1,0,50.18253341,172.3794708,Moonsilk,1,SMP,6,0.690747156
35,Laki-laki,PNS,Mataram,4351990.751,1,,49.25758354,156.2915163,Merpati,0,SMA,10,0.826290375
39,Perempuan,PNS,Kendari,5128189.632,1,0,73.71349487,176.9019992,Merpati,0,SMA,2,0.394501798
21,Laki-laki,Pegawai swasta,Banda Lampung,8894335.379,1,0,45.30299951,181.4197744,Shoulder & Head,0,SMP,3,0.414866982
31,Perempuan,Pegawai swasta,Mamuju,7506533.504,1,0,50.64894157,169.5258809,Moonsilk,0,S1,3,0.244961713
39,Laki-laki,Pengangguran,Jakarta,6888081.077,1,0,73.97068541,171.5259084,Merpati,0,S1,6,0.716783748
24,Laki-laki,Pengangguran,Mataram,8838830.645,1,1,74.44573851,176.8334093,Shoulder & Head,1,SMA,10,1
31,Laki-laki,Pegawai swasta,Mamuju,7280404.569,1,0,48.98534751,161.4326314,Deadbuoy,1,S1,9,0.585848682
46,Laki-laki,PNS,Bandung,9853853.925,1,1,52.17277749,159.9696342,Pantone,0,SMA,1,0.711423126
29,Perempuan,Pegawai swasta,Sofifi,5087866.241,1,0,60.70528409,179.6107892,Deadbuoy,0,S1,9,0.422004865
42,Laki-laki,Pegawai swasta,,3302433.327,1,0,68.32079686,175.919013,Deadbuoy,0,S1,9,0.544325685
24,Perempuan,Freelance,Serang,9810625.605,1,0,56.22790765,169.6065117,Shoulder & Head,0,SMA,3,0.185186292
32,Perempuan,PNS,Pontianak,10905430.09,1,0,70.29408795,186.0208152,Moonsilk,1,SMP,9,0.652949404
41,Laki-laki,PNS,Palu,4764597.68,1,0,52.70743,162.6053177,Moonsilk,0,S1,6,0.61135876
37,Laki-laki,Freelance,Pontianak,6304845.517,1,0,49.68985682,146.8288882,Shoulder & Head,1,S1,6,0.37433239
43,Perempuan,Pegawai swasta,Samarinda,6449058.131,1,0,65.99545578,172.2918257,Pantone,1,S1,2,0.425317933
45,Laki-laki,PNS,Serang,10426087.43,1,0,56.7938046,177.5989965,Moonsilk,0,S1,3,0.518038496
58,Laki-laki,PNS,Denpasar,24705695.75,1,0,48.00721138,173.3713221,Merpati,1,S1,2,0.697420795
47,Perempuan,Pegawai swasta,Mataram,6737047.09,1,1,48.27559471,162.8901368,Shoulder & Head,0,S1,4,0.549059011
38,Laki-laki,Pegawai swasta,Pangkalpinang,12377248.79,1,0,67.85251939,163.7840782,Moonsilk,0,SMA,2,0.355933843
44,Laki-laki,Pengangguran,Samarinda,23281858.45,1,0,78.45107687,178.5927116,Shoulder & Head,1,S1,7,0.968178891
52,Laki-laki,Freelance,Tanjungselor,21264740.1,1,1,59.27030483,176.3448787,Pantone,0,SMA,3,0.63676899
41,Perempuan,PNS,Serang,12408943.87,1,0,54.95222179,161.6915685,Pantone,0,SMA,9,0.638830354
42,Laki-laki,Freelance,Makassar,8226075.901,1,1,48.51683954,164.5348242,Merpati,1,S1,6,0.843139593
24,Laki-laki,Freelance,Jayapura,14297767.99,1,1,47.79388396,168.4608913,Shoulder & Head,0,S1,5,0.563308774
39,Laki-laki,Pegawai swasta,Banda Lampung,6192589.856,1,0,51.55957236,186.3581552,Deadbuoy,0,S1,5,0.38369626
31,Perempuan,PNS,Ambon,4165577.849,1,0,44.45449699,154.6951156,Pantone,1,S1,7,0.539196942
55,Laki-laki,PNS,Ambon,6149349.454,1,1,65.70371811,186.2248299,Shoulder & Head,0,S1,3,0.789289423
43,Laki-laki,PNS,Mamuju,6278634.604,1,0,75.14408575,180.6375141,Moonsilk,1,S1,8,0.749656386
28,Perempuan,PNS,Medan,,1,0,52.45404735,177.9855983,Pantone,0,S1,6,0.334599727
34,Perempuan,PNS,,3912406.67,1,0,51.28201379,165.846517,Pantone,1,S1,4,0.475075545
35,Laki-laki,Pegawai swasta,Tanjungselor,9081953.83,1,0,62.41708265,165.0862078,Deadbuoy,0,S1,9,0.390913966
27,Laki-laki,PNS,Tanjung Pinang,18089174.03,1,1,61.59248254,169.347784,Pantone,1,SMA,2,0.735962576
36,Laki-laki,Pegawai swasta,Palu,6602706.688,1,0,53.27892658,173.3184519,Pantone,1,S1,10,0.557879611
55,Laki-laki,PNS,Ambon,9371409.557,1,0,56.57167849,168.82376,Merpati,0,S1,9,0.778620955
35,Perempuan,Pegawai swasta,Manokwari,3287377.439,1,0,48.72544972,171.356277,Merpati,1,S1,4,0.391922011
44,Laki-laki,Pegawai swasta,Mataram,10368011.74,1,0,48.60356751,169.7786295,Pantone,0,S1,7,0.589217181
45,Laki-laki,PNS,Jayapura,5936461.396,1,0,48.10940109,147.5603356,Pantone,1,S1,1,0.656918266
36,Laki-laki,Pegawai swasta,Kendari,8884217.265,1,0,52.09457935,171.1761014,Shoulder & Head,1,S1,4,0.49470702
39,Laki-laki,PNS,Palu,8644889.693,1,0,69.32679879,173.3354233,Merpati,0,S1,6,0.490637272
40,Laki-laki,PNS,Padang,10849466.49,1,0,45.51000968,160.4057251,Merpati,0,SMA,7,0.567945545
15,Perempuan,Pegawai swasta,Palembang,3261147.047,0,0,46.33709258,165.5284837,Deadbuoy,1,SMP,1,0.229623497
52,Laki-laki,Pegawai swasta,Kupang,7797163.914,1,0,55.36893898,163.7250628,Pantone,1,S1,4,0.592198752
43,Laki-laki,PNS,Jambi,7531139.991,1,1,55.00349876,149.4254659,Shoulder & Head,1,S1,3,0.880342451
39,Laki-laki,Pegawai swasta,Tanjungselor,5442194.899,1,0,63.86605388,168.6578816,Merpati,0,S1,8,0.526397792
57,Laki-laki,Pegawai swasta,Pontianak,5391999.983,1,0,60.76061639,169.563776,Merpati,0,SMA,3,0.493743402
34,Perempuan,,Yogyakarta,4594727.344,1,0,69.46054517,152.3704073,Deadbuoy,1,SMA,8,0.372311334
47,Laki-laki,PNS,Banjarmasin,9298862.26,1,1,57.81010706,170.1916137,Shoulder & Head,0,S1,4,0.820022242
48,Perempuan,Pegawai swasta,Gorontalo,2638809.609,1,0,55.93931234,168.5970574,Deadbuoy,0,S1,2,0.379204052
33,Perempuan,Pegawai swasta,Denpasar,3890518.967,1,1,,150.0745708,Shoulder & Head,1,S1,3,0.660471989
46,Laki-laki,Pegawai swasta,Mataram,6224246.793,1,1,65.71940251,153.6318459,Merpati,1,SMA,1,0.793230219
46,Laki-laki,PNS,Medan,5060404.992,1,0,54.12854383,181.9412707,Moonsilk,0,S1,9,0.613951765
45,Laki-laki,Pegawai swasta,Palu,4188241.807,1,0,49.58717712,152.0366176,Pantone,1,S1,1,0.47700681
39,Laki-laki,Pegawai swasta,Banjarmasin,7452353.609,1,1,56.45832937,153.4019639,Pantone,0,S1,2,0.529804101
41,Perempuan,Pegawai swasta,Semarang,4125256.505,1,0,46.17706402,173.8815225,Moonsilk,1,S1,10,0.642214954
41,Laki-laki,Pegawai swasta,Kupang,12611757.94,1,0,44.92830417,158.5679193,Deadbuoy,1,SMA,2,0.527542422
28,Laki-laki,Pegawai swasta,Pekanbaru,13304462.7,1,0,56.39057635,173.3388501,Merpati,0,S1,2,0.338015554
29,Laki-laki,PNS,Bandung,5329796.593,1,1,49.95297409,157.9299046,Deadbuoy,0,S1,5,0.664669076
28,Perempuan,PNS,Tanjung Pinang,5270737.335,1,0,52.76747604,155.5100904,Shoulder & Head,1,S1,6,0.458439725
22,Laki-laki,PNS,Jayapura,3816687.262,1,0,43.62855179,166.3675659,Merpati,1,S1,4,0.585117396
51,Laki-laki,PNS,Gorontalo,12093461.26,1,0,58.7393167,160.5752411,Deadbuoy,0,S1,8,0.750459129
43,Laki-laki,Pegawai swasta,Manokwari,18163707.47,1,0,45.63495807,173.6933008,Shoulder & Head,0,S1,7,0.547883445
60,Perempuan,PNS,Palangkaraya,5467751.251,1,0,53.38710545,155.5716395,Moonsilk,1,S1,4,0.71725441
35,Perempuan,Pengangguran,Kendari,6687542.215,1,0,56.57383674,166.9650978,Deadbuoy,0,SMA,4,0.623739728
44,Perempuan,PNS,Pangkalpinang,5853929.251,1,0,48.24679622,158.2079859,Deadbuoy,1,S3,10,0.705417154
32,Laki-laki,Freelance,Sofifi,10880587.72,1,0,100.4110004,184.9921234,Merpati,1,SMA,10,0.540566176
42,Laki-laki,PNS,Pontianak,14830349.85,1,1,45.22124368,175.1726692,Deadbuoy,1,S1,9,0.969961041
40,Laki-laki,PNS,Padang,8156263.096,1,0,57.08067596,168.7836167,Shoulder & Head,1,SMP,8,0.721206247
43,Perempuan,PNS,,5552762.427,1,0,59.69045502,160.2256053,Moonsilk,1,SMA,7,0.66981917
30,Laki-laki,Pengangguran,Yogyakarta,6757731.264,1,0,74.20382767,180.8248622,Deadbuoy,0,S1,5,0.756994246
38,Laki-laki,Pengangguran,Sofifi,4606848.876,1,0,48.64118385,158.7215227,Moonsilk,1,SMA,10,1
35,Perempuan,Pegawai swasta,Pekanbaru,10341547.92,1,0,92.68566644,177.6791376,Merpati,1,S1,9,0.472684986
47,Laki-laki,PNS,Mamuju,10809983.73,1,1,65.50827986,167.1604462,Deadbuoy,0,SMA,5,0.892620827
33,Laki-laki,Freelance,Serang,17909384.28,1,0,54.97797105,165.1146831,Pantone,0,SMA,9,0.451817242
50,Laki-laki,PNS,Palu,5344098.279,1,0,50.41336382,155.8664213,Pantone,0,S2,3,0.488173151
35,Perempuan,Pengangguran,Surabaya,5303974.498,1,0,47.91342727,160.0006005,Pantone,1,SMA,10,0.793827394
71,Laki-laki,PNS,Yogyakarta,4679449.953,1,0,44.21237745,175.6044315,Merpati,0,SMA,5,0.662306203
48,Laki-laki,PNS,Jakarta,4809047.167,1,0,71.91642242,174.1534879,Moonsilk,0,SMA,2,0.569663928
19,Laki-laki,Freelance,Mamuju,7387259.126,0,1,51.06944517,169.776723,Pantone,0,SMA,6,0.448899012
44,Laki-laki,Pegawai swasta,Denpasar,4882453.69,1,0,48.38003621,177.3784488,Deadbuoy,1,S2,6,0.597222369
47,Laki-laki,Freelance,Denpasar,5450368.833,1,0,56.94786628,172.6860867,Pantone,0,SMA,6,0.460342855
48,Laki-laki,Pegawai swasta,Padang,7611516.031,1,,48.29560557,181.2468481,Shoulder & Head,1,S1,7,0.648898481
40,Laki-laki,Freelance,Bengkulu,11584817.24,1,0,46.51430753,170.7342085,Pantone,0,S1,5,0.294864431
46,Laki-laki,Pegawai swasta,Pekanbaru,5648629.058,1,0,50.5886595,166.5902279,Shoulder & Head,0,SMA,6,0.573864275
53,Laki-laki,Freelance,Samarinda,3962986.33,1,0,57.71847989,146.492076,Merpati,1,S2,3,0.515838914
35,Perempuan,Pegawai swasta,Pangkalpinang,11714934.2,1,0,46.53615479,156.4348181,Deadbuoy,0,S1,7,0.473054438
44,Laki-laki,Pegawai swasta,Denpasar,9762086.335,1,0,48.24557931,157.5001133,Shoulder & Head,1,SMP,,0.642138078
-1,Perempuan,Pegawai swasta,Mamuju,6483067.509,1,0,47.25709151,150.8741045,Merpati,1,S1,8,0.482552534
41,Laki-laki,Pegawai swasta,Bengkulu,4366320.058,1,0,49.85942149,166.7989563,Pantone,1,S1,9,0.632865345
49,Laki-laki,PNS,Padang,5023506.057,1,0,48.99978836,165.9887999,Pantone,1,S1,2,0.677988744
45,Laki-laki,Freelance,Banda Aceh,11802136.15,1,0,42.20243578,163.9406046,Shoulder & Head,1,SMP,6,0.53242013
37,Perempuan,Pegawai swasta,Semarang,3764137.209,1,0,53.71807054,149.5499231,Merpati,0,SD,10,0.406511244
26,Laki-laki,PNS,Banjarmasin,6641228.036,1,0,51.43487553,144.2897086,Shoulder & Head,1,S1,7,0.631440815
44,Laki-laki,Pegawai swasta,Palembang,7965436.587,1,1,47.49998213,168.0524858,Shoulder & Head,1,S2,4,0.70220119
50,Laki-laki,PNS,Mamuju,3410718.385,1,0,59.8832747,167.7103702,Pantone,1,S1,6,0.664902226
33,Perempuan,Pegawai swasta,Samarinda,21567059.56,1,0,65.62670642,,Merpati,0,S1,4,0.299183798
42,Laki-laki,PNS,Gorontalo,11197030.32,1,,50.65033706,156.3263217,Pantone,0,S1,8,0.60987853
30,Laki-laki,Freelance,Pekanbaru,10078564.33,1,0,53.35480294,166.6028611,Moonsilk,1,S1,9,
51,,Pegawai swasta,Banjarmasin,5845558.438,1,0,58.4329963,165.7220435,Moonsilk,0,S1,6,0.754076794
43,Perempuan,Freelance,Denpasar,6947086.192,1,0,57.35248654,155.8679881,Merpati,0,S1,,0.327779434
65,Laki-laki,Pengangguran,Manokwari,7664745.638,1,0,60.79834694,175.3822411,Merpati,0,S1,2,0.90536552
35,Laki-laki,Pegawai swasta,Gorontalo,9046182.225,1,0,57.13304118,160.4990243,Moonsilk,0,SMA,5,0.384679501
29,Laki-laki,Pegawai swasta,Palangkaraya,6152448.842,1,0,46.16826098,169.1919347,Shoulder & Head,0,S2,9,0.496763938
38,Laki-laki,Pegawai swasta,Serang,4628778.142,1,1,61.82160705,167.0422559,Moonsilk,0,S1,9,0.712072106
43,Laki-laki,Pegawai swasta,Serang,4506938.638,1,0,58.42334208,174.3031,Moonsilk,1,S1,9,0.696102549
41,Laki-laki,Freelance,Jayapura,,1,1,83.63552167,164.8315994,Moonsilk,0,SMA,5,0.641808471
56,Perempuan,PNS,Bandung,5072317.544,1,0,46.37745458,172.7592979,Deadbuoy,1,SMA,3,0.716500816
45,Laki-laki,PNS,Kupang,4041014.918,1,0,52.08589948,176.9242249,Deadbuoy,1,S1,2,0.653056569
40,Perempuan,Pegawai swasta,Pekanbaru,2793387.211,1,1,53.23916792,174.1855485,Deadbuoy,0,SMA,6,0.433022998
32,Perempuan,PNS,Yogyakarta,11292946.47,1,0,42.60313898,166.4641893,Shoulder & Head,0,SMA,8,0.415448089
55,Laki-laki,Pegawai swasta,Palu,7281333.353,1,0,50.61575863,151.0060367,Deadbuoy,1,SMP,6,0.733356789
20,Laki-laki,PNS,Yogyakarta,5531100.758,1,0,54.36954564,156.7325493,Shoulder & Head,1,SMA,4,0.531104384
40,Laki-laki,Pegawai swasta,Palangkaraya,13706445.83,1,0,49.77033632,151.6303135,Deadbuoy,0,SMA,3,0.367393462
34,Laki-laki,Pegawai swasta,Yogyakarta,8850481.912,1,0,48.55009774,165.0884597,Moonsilk,0,S1,8,0.522836381
64,Perempuan,Pegawai swasta,Pontianak,5221349.786,1,1,63.03680089,167.6209028,Merpati,1,S1,6,0.852581258
49,Laki-laki,PNS,Samarinda,9778406.083,1,0,47.75669986,156.1560434,Shoulder & Head,1,S1,5,0.658248673
36,Laki-laki,PNS,Mataram,9691468.591,1,1,58.2477333,172.3214427,,0,SMP,4,0.718174678
47,Laki-laki,Pengangguran,Mamuju,2449406.444,1,0,57.80707112,167.9523392,Pantone,1,S1,7,0.982828208
41,Perempuan,PNS,Medan,3644271.917,1,0,54.82532443,164.4115675,Moonsilk,1,,8,0.666426238
36,Laki-laki,Pengangguran,Semarang,3373176.589,1,0,43.38373188,161.7906621,Merpati,0,S1,7,0.748062387
33,Laki-laki,Pegawai swasta,Semarang,19653692.93,1,0,66.03366289,173.1450542,Pantone,0,SMA,10,0.54822201
7,Laki-laki,Pegawai swasta,Samarinda,10588331.26,0,0,55.79689004,157.4392027,Pantone,0,S2,6,0.313780008
34,Perempuan,PNS,Pontianak,6673028.332,1,1,64.96108022,174.6380335,Pantone,0,S1,4,0.545594141
40,Perempuan,Pegawai swasta,Ambon,8890011.77,1,0,88.36486418,191.9226159,Merpati,0,S1,8,0.45120807
46,Perempuan,PNS,Manokwari,4344114.904,1,0,50.22386599,151.9462398,Shoulder & Head,1,S1,10,0.772215348
26,Laki-laki,Pegawai swasta,Yogyakarta,8974681.934,1,0,57.33990629,161.4392713,Pantone,1,SMA,1,0.411408608
23,Perempuan,PNS,Manado,4895793.923,1,0,43.5220766,151.4813532,Moonsilk,0,S2,8,0.475019735
37,Laki-laki,PNS,Ambon,12976092.88,1,0,50.71561775,165.5852033,Deadbuoy,0,S1,9,0.558254163
